"book_name","department","study_level","read_count"
"Doctor in the Nude","ECONOMICS","UNDERGRAD",26
"Doctor in the Nude","ENGLISH","GRAD",12
"Doctor in the Nude","ENGLISH","UNDERGRAD",11
"Doctor in the Nude","MATHEMATICS","GRAD",23
"Doctor in the Nude","MATHEMATICS","UNDERGRAD",20
"Doctor in the Nude","POLITICAL_SCIENCE","GRAD",23
"Doctor in the Nude","POLITICAL_SCIENCE","UNDERGRAD",22
"Doctor in the Nude","PSYCHOLOGY","GRAD",19
"Doctor in the Nude","PSYCHOLOGY","UNDERGRAD",17
"Doctor in the Nude","STATISTICS","GRAD",21
"Doctor in the Nude","STATISTICS","UNDERGRAD",13
"Doctor on the Brain","COMPUTER_SCIENCE","GRAD",15
"Doctor on the Brain","COMPUTER_SCIENCE","UNDERGRAD",19
"Doctor on the Brain","DANCE","GRAD",19
"Doctor on the Brain","DANCE","UNDERGRAD",15
"Doctor on the Brain","ECONOMICS","GRAD",14
"Doctor on the Brain","ECONOMICS","UNDERGRAD",19
"Doctor on the Brain","ENGLISH","GRAD",18
"Doctor on the Brain","ENGLISH","UNDERGRAD",19
"Doctor on the Brain","MATHEMATICS","GRAD",31
"Doctor on the Brain","MATHEMATICS","UNDERGRAD",16
"Doctor on the Brain","POLITICAL_SCIENCE","GRAD",21
"Doctor on the Brain","POLITICAL_SCIENCE","UNDERGRAD",16
"Doctor on the Brain","PSYCHOLOGY","GRAD",24
"Doctor on the Brain","PSYCHOLOGY","UNDERGRAD",21
"Doctor on the Brain","STATISTICS","GRAD",23
"Doctor on the Brain","STATISTICS","UNDERGRAD",15
"Dongri to Dubai","COMPUTER_SCIENCE","GRAD",23
"Dongri to Dubai","COMPUTER_SCIENCE","UNDERGRAD",10
"Dongri to Dubai","DANCE","GRAD",11
"Dongri to Dubai","DANCE","UNDERGRAD",29
"Dongri to Dubai","ECONOMICS","GRAD",17
"Dongri to Dubai","ECONOMICS","UNDERGRAD",27
"Dongri to Dubai","ENGLISH","GRAD",27
"Dongri to Dubai","ENGLISH","UNDERGRAD",15
"Dongri to Dubai","MATHEMATICS","GRAD",15
"Dongri to Dubai","MATHEMATICS","UNDERGRAD",22
"Dongri to Dubai","POLITICAL_SCIENCE","GRAD",25
"Dongri to Dubai","POLITICAL_SCIENCE","UNDERGRAD",21
"Dongri to Dubai","PSYCHOLOGY","GRAD",26
"Dongri to Dubai","PSYCHOLOGY","UNDERGRAD",18
"Dongri to Dubai","STATISTICS","GRAD",24
"Dongri to Dubai","STATISTICS","UNDERGRAD",19
"Down and Out in Paris & London","COMPUTER_SCIENCE","GRAD",27
"Down and Out in Paris & London","COMPUTER_SCIENCE","UNDERGRAD",23
"Down and Out in Paris & London","DANCE","GRAD",15
"Down and Out in Paris & London","DANCE","UNDERGRAD",30
"Down and Out in Paris & London","ECONOMICS","GRAD",28
"Down and Out in Paris & London","ECONOMICS","UNDERGRAD",15
"Down and Out in Paris & London","ENGLISH","GRAD",21
"Down and Out in Paris & London","ENGLISH","UNDERGRAD",24
"Down and Out in Paris & London","MATHEMATICS","GRAD",13
"Down and Out in Paris & London","MATHEMATICS","UNDERGRAD",26
"Down and Out in Paris & London","POLITICAL_SCIENCE","GRAD",35
"Down and Out in Paris & London","POLITICAL_SCIENCE","UNDERGRAD",26
"Down and Out in Paris & London","PSYCHOLOGY","GRAD",33
"Down and Out in Paris & London","PSYCHOLOGY","UNDERGRAD",18
"Down and Out in Paris & London","STATISTICS","GRAD",19
"Down and Out in Paris & London","STATISTICS","UNDERGRAD",19
"Drunkard's Walk, The","COMPUTER_SCIENCE","GRAD",21
"Drunkard's Walk, The","COMPUTER_SCIENCE","UNDERGRAD",22
"Drunkard's Walk, The","DANCE","GRAD",18
"Drunkard's Walk, The","DANCE","UNDERGRAD",14
"Drunkard's Walk, The","ECONOMICS","GRAD",23
"Drunkard's Walk, The","ECONOMICS","UNDERGRAD",25
"Drunkard's Walk, The","ENGLISH","GRAD",21
"Drunkard's Walk, The","ENGLISH","UNDERGRAD",11
"Drunkard's Walk, The","MATHEMATICS","GRAD",20
"Drunkard's Walk, The","MATHEMATICS","UNDERGRAD",18
"Drunkard's Walk, The","POLITICAL_SCIENCE","GRAD",28
"Drunkard's Walk, The","POLITICAL_SCIENCE","UNDERGRAD",23
"Drunkard's Walk, The","PSYCHOLOGY","GRAD",37
"Drunkard's Walk, The","PSYCHOLOGY","UNDERGRAD",20
"Drunkard's Walk, The","STATISTICS","GRAD",27
"Drunkard's Walk, The","STATISTICS","UNDERGRAD",12
"Dylan on Dylan","COMPUTER_SCIENCE","GRAD",33
"Dylan on Dylan","COMPUTER_SCIENCE","UNDERGRAD",16
"Dylan on Dylan","DANCE","GRAD",20
"Dylan on Dylan","DANCE","UNDERGRAD",20
"Dylan on Dylan","ECONOMICS","GRAD",16
"Dylan on Dylan","ECONOMICS","UNDERGRAD",9
"Dylan on Dylan","ENGLISH","GRAD",20
"Dylan on Dylan","ENGLISH","UNDERGRAD",21
"Dylan on Dylan","MATHEMATICS","GRAD",26
"Dylan on Dylan","MATHEMATICS","UNDERGRAD",28
"Dylan on Dylan","POLITICAL_SCIENCE","GRAD",16
"Dylan on Dylan","POLITICAL_SCIENCE","UNDERGRAD",12
"Dylan on Dylan","PSYCHOLOGY","GRAD",21
"Dylan on Dylan","PSYCHOLOGY","UNDERGRAD",35
"Dylan on Dylan","STATISTICS","GRAD",24
"Dylan on Dylan","STATISTICS","UNDERGRAD",19
"Econometric Analysis","COMPUTER_SCIENCE","GRAD",16
"Econometric Analysis","COMPUTER_SCIENCE","UNDERGRAD",16
"Econometric Analysis","DANCE","GRAD",17
"Econometric Analysis","DANCE","UNDERGRAD",30
"Econometric Analysis","ECONOMICS","GRAD",24
"Econometric Analysis","ECONOMICS","UNDERGRAD",20
"Econometric Analysis","ENGLISH","GRAD",12
"Econometric Analysis","ENGLISH","UNDERGRAD",15
"Econometric Analysis","MATHEMATICS","GRAD",17
"Econometric Analysis","MATHEMATICS","UNDERGRAD",23
"Econometric Analysis","POLITICAL_SCIENCE","GRAD",26
"Econometric Analysis","POLITICAL_SCIENCE","UNDERGRAD",27
"Econometric Analysis","PSYCHOLOGY","GRAD",17
"Econometric Analysis","PSYCHOLOGY","UNDERGRAD",18
"Econometric Analysis","STATISTICS","GRAD",21
"Econometric Analysis","STATISTICS","UNDERGRAD",14
"Electric Universe","COMPUTER_SCIENCE","GRAD",22
"Electric Universe","COMPUTER_SCIENCE","UNDERGRAD",17
"Electric Universe","DANCE","GRAD",24
"Electric Universe","DANCE","UNDERGRAD",21
"Electric Universe","ECONOMICS","GRAD",26
"Electric Universe","ECONOMICS","UNDERGRAD",28
"Electric Universe","ENGLISH","GRAD",20
"Electric Universe","ENGLISH","UNDERGRAD",19
"Electric Universe","MATHEMATICS","GRAD",25
"Electric Universe","MATHEMATICS","UNDERGRAD",33
"Electric Universe","POLITICAL_SCIENCE","GRAD",24
"Electric Universe","POLITICAL_SCIENCE","UNDERGRAD",29
"Electric Universe","PSYCHOLOGY","GRAD",11
"Electric Universe","PSYCHOLOGY","UNDERGRAD",18
"Electric Universe","STATISTICS","GRAD",31
"Electric Universe","STATISTICS","UNDERGRAD",21
"Elements of Information Theory","COMPUTER_SCIENCE","GRAD",28
"Elements of Information Theory","COMPUTER_SCIENCE","UNDERGRAD",18
"Elements of Information Theory","DANCE","GRAD",15
"Elements of Information Theory","DANCE","UNDERGRAD",32
"Elements of Information Theory","ECONOMICS","GRAD",19
"Elements of Information Theory","ECONOMICS","UNDERGRAD",20
"Elements of Information Theory","ENGLISH","GRAD",15
"Elements of Information Theory","ENGLISH","UNDERGRAD",19
"Elements of Information Theory","MATHEMATICS","GRAD",12
"Elements of Information Theory","MATHEMATICS","UNDERGRAD",17
"Elements of Information Theory","POLITICAL_SCIENCE","GRAD",41
"Elements of Information Theory","POLITICAL_SCIENCE","UNDERGRAD",17
"Elements of Information Theory","PSYCHOLOGY","GRAD",24
"Elements of Information Theory","PSYCHOLOGY","UNDERGRAD",29
"Elements of Information Theory","STATISTICS","GRAD",27
"Elements of Information Theory","STATISTICS","UNDERGRAD",14
"Empire of the Mughal - Brothers at War","COMPUTER_SCIENCE","GRAD",30
"Empire of the Mughal - Brothers at War","COMPUTER_SCIENCE","UNDERGRAD",16
"Empire of the Mughal - Brothers at War","DANCE","GRAD",12
"Empire of the Mughal - Brothers at War","DANCE","UNDERGRAD",20
"Empire of the Mughal - Brothers at War","ECONOMICS","GRAD",17
"Empire of the Mughal - Brothers at War","ECONOMICS","UNDERGRAD",18
"Empire of the Mughal - Brothers at War","ENGLISH","GRAD",20
"Empire of the Mughal - Brothers at War","ENGLISH","UNDERGRAD",13
"Empire of the Mughal - Brothers at War","MATHEMATICS","GRAD",10
"Empire of the Mughal - Brothers at War","MATHEMATICS","UNDERGRAD",19
"Empire of the Mughal - Brothers at War","POLITICAL_SCIENCE","GRAD",19
"Empire of the Mughal - Brothers at War","POLITICAL_SCIENCE","UNDERGRAD",25
"Empire of the Mughal - Brothers at War","PSYCHOLOGY","GRAD",27
"Empire of the Mughal - Brothers at War","PSYCHOLOGY","UNDERGRAD",29
"Empire of the Mughal - Brothers at War","STATISTICS","GRAD",18
"Empire of the Mughal - Brothers at War","STATISTICS","UNDERGRAD",22
"Empire of the Mughal - Raiders from the North","COMPUTER_SCIENCE","GRAD",26
"Empire of the Mughal - Raiders from the North","COMPUTER_SCIENCE","UNDERGRAD",18
"Empire of the Mughal - Raiders from the North","DANCE","GRAD",26
"Empire of the Mughal - Raiders from the North","DANCE","UNDERGRAD",21
"Empire of the Mughal - Raiders from the North","ECONOMICS","GRAD",20
"Empire of the Mughal - Raiders from the North","ECONOMICS","UNDERGRAD",18
"Empire of the Mughal - Raiders from the North","ENGLISH","GRAD",20
"Empire of the Mughal - Raiders from the North","ENGLISH","UNDERGRAD",12
"Empire of the Mughal - Raiders from the North","MATHEMATICS","GRAD",21
"Empire of the Mughal - Raiders from the North","MATHEMATICS","UNDERGRAD",21
"Empire of the Mughal - Raiders from the North","POLITICAL_SCIENCE","GRAD",16
"Empire of the Mughal - Raiders from the North","POLITICAL_SCIENCE","UNDERGRAD",25
"Empire of the Mughal - Raiders from the North","PSYCHOLOGY","GRAD",23
"Empire of the Mughal - Raiders from the North","PSYCHOLOGY","UNDERGRAD",17
"Empire of the Mughal - Raiders from the North","STATISTICS","GRAD",32
"Empire of the Mughal - Raiders from the North","STATISTICS","UNDERGRAD",13
"Empire of the Mughal - Ruler of the World","COMPUTER_SCIENCE","GRAD",12
"Empire of the Mughal - Ruler of the World","COMPUTER_SCIENCE","UNDERGRAD",25
"Empire of the Mughal - Ruler of the World","DANCE","GRAD",15
"Empire of the Mughal - Ruler of the World","DANCE","UNDERGRAD",17
"Empire of the Mughal - Ruler of the World","ECONOMICS","GRAD",23
"Empire of the Mughal - Ruler of the World","ECONOMICS","UNDERGRAD",21
"Empire of the Mughal - Ruler of the World","ENGLISH","GRAD",12
"Empire of the Mughal - Ruler of the World","ENGLISH","UNDERGRAD",13
"Empire of the Mughal - Ruler of the World","MATHEMATICS","GRAD",19
"Empire of the Mughal - Ruler of the World","MATHEMATICS","UNDERGRAD",21
"Empire of the Mughal - Ruler of the World","POLITICAL_SCIENCE","GRAD",21
"Empire of the Mughal - Ruler of the World","POLITICAL_SCIENCE","UNDERGRAD",21
"Empire of the Mughal - Ruler of the World","PSYCHOLOGY","GRAD",21
"Empire of the Mughal - Ruler of the World","PSYCHOLOGY","UNDERGRAD",24
"Empire of the Mughal - Ruler of the World","STATISTICS","GRAD",27
"Empire of the Mughal - Ruler of the World","STATISTICS","UNDERGRAD",20
"Empire of the Mughal - The Serpent's Tooth","COMPUTER_SCIENCE","GRAD",20
"Empire of the Mughal - The Serpent's Tooth","COMPUTER_SCIENCE","UNDERGRAD",14
"Empire of the Mughal - The Serpent's Tooth","DANCE","GRAD",10
"Empire of the Mughal - The Serpent's Tooth","DANCE","UNDERGRAD",10
"Empire of the Mughal - The Serpent's Tooth","ECONOMICS","GRAD",22
"Empire of the Mughal - The Serpent's Tooth","ECONOMICS","UNDERGRAD",18
"Empire of the Mughal - The Serpent's Tooth","ENGLISH","GRAD",28
"Empire of the Mughal - The Serpent's Tooth","ENGLISH","UNDERGRAD",11
"Empire of the Mughal - The Serpent's Tooth","MATHEMATICS","GRAD",19
"Empire of the Mughal - The Serpent's Tooth","MATHEMATICS","UNDERGRAD",23
"Empire of the Mughal - The Serpent's Tooth","POLITICAL_SCIENCE","GRAD",23
"Empire of the Mughal - The Serpent's Tooth","POLITICAL_SCIENCE","UNDERGRAD",17
"Empire of the Mughal - The Serpent's Tooth","PSYCHOLOGY","GRAD",28
"Empire of the Mughal - The Serpent's Tooth","PSYCHOLOGY","UNDERGRAD",20
"Empire of the Mughal - The Serpent's Tooth","STATISTICS","GRAD",22
"Empire of the Mughal - The Serpent's Tooth","STATISTICS","UNDERGRAD",13
"Empire of the Mughal - The Tainted Throne","COMPUTER_SCIENCE","GRAD",27
"Empire of the Mughal - The Tainted Throne","COMPUTER_SCIENCE","UNDERGRAD",20
"Empire of the Mughal - The Tainted Throne","DANCE","GRAD",19
"Empire of the Mughal - The Tainted Throne","DANCE","UNDERGRAD",24
"Empire of the Mughal - The Tainted Throne","ECONOMICS","GRAD",22
"Empire of the Mughal - The Tainted Throne","ECONOMICS","UNDERGRAD",25
"Empire of the Mughal - The Tainted Throne","ENGLISH","GRAD",23
"Empire of the Mughal - The Tainted Throne","ENGLISH","UNDERGRAD",15
"Empire of the Mughal - The Tainted Throne","MATHEMATICS","GRAD",17
"Empire of the Mughal - The Tainted Throne","MATHEMATICS","UNDERGRAD",18
"Empire of the Mughal - The Tainted Throne","POLITICAL_SCIENCE","GRAD",23
"Empire of the Mughal - The Tainted Throne","POLITICAL_SCIENCE","UNDERGRAD",24
"Empire of the Mughal - The Tainted Throne","PSYCHOLOGY","GRAD",22
"Empire of the Mughal - The Tainted Throne","PSYCHOLOGY","UNDERGRAD",26
"Empire of the Mughal - The Tainted Throne","STATISTICS","GRAD",31
"Empire of the Mughal - The Tainted Throne","STATISTICS","UNDERGRAD",14
"Eyeless in Gaza","COMPUTER_SCIENCE","GRAD",28
"Eyeless in Gaza","COMPUTER_SCIENCE","UNDERGRAD",14
"Eyeless in Gaza","DANCE","GRAD",17
"Eyeless in Gaza","DANCE","UNDERGRAD",18
"Eyeless in Gaza","ECONOMICS","GRAD",26
"Eyeless in Gaza","ECONOMICS","UNDERGRAD",17
"Eyeless in Gaza","ENGLISH","GRAD",29
"Eyeless in Gaza","ENGLISH","UNDERGRAD",21
"Eyeless in Gaza","MATHEMATICS","GRAD",20
"Eyeless in Gaza","MATHEMATICS","UNDERGRAD",17
"Eyeless in Gaza","POLITICAL_SCIENCE","GRAD",15
"Eyeless in Gaza","POLITICAL_SCIENCE","UNDERGRAD",24
"Eyeless in Gaza","PSYCHOLOGY","GRAD",25
"Eyeless in Gaza","PSYCHOLOGY","UNDERGRAD",20
"Eyeless in Gaza","STATISTICS","GRAD",25
"Eyeless in Gaza","STATISTICS","UNDERGRAD",11
"False Impressions","COMPUTER_SCIENCE","GRAD",20
"False Impressions","COMPUTER_SCIENCE","UNDERGRAD",15
"False Impressions","DANCE","GRAD",15
"False Impressions","DANCE","UNDERGRAD",21
"False Impressions","ECONOMICS","GRAD",27
"False Impressions","ECONOMICS","UNDERGRAD",23
"False Impressions","ENGLISH","GRAD",13
"False Impressions","ENGLISH","UNDERGRAD",13
"False Impressions","MATHEMATICS","GRAD",15
"False Impressions","MATHEMATICS","UNDERGRAD",17
"False Impressions","POLITICAL_SCIENCE","GRAD",25
"False Impressions","POLITICAL_SCIENCE","UNDERGRAD",19
"False Impressions","PSYCHOLOGY","GRAD",17
"False Impressions","PSYCHOLOGY","UNDERGRAD",4
"False Impressions","STATISTICS","GRAD",27
"False Impressions","STATISTICS","UNDERGRAD",29
"Farewell to Arms, A","COMPUTER_SCIENCE","GRAD",19
"Farewell to Arms, A","COMPUTER_SCIENCE","UNDERGRAD",26
"Farewell to Arms, A","DANCE","GRAD",17
"Farewell to Arms, A","DANCE","UNDERGRAD",30
"Farewell to Arms, A","ECONOMICS","GRAD",24
"Farewell to Arms, A","ECONOMICS","UNDERGRAD",23
"Farewell to Arms, A","ENGLISH","GRAD",29
"Farewell to Arms, A","ENGLISH","UNDERGRAD",20
"Farewell to Arms, A","MATHEMATICS","GRAD",17
"Farewell to Arms, A","MATHEMATICS","UNDERGRAD",17
"Farewell to Arms, A","POLITICAL_SCIENCE","GRAD",23
"Farewell to Arms, A","POLITICAL_SCIENCE","UNDERGRAD",31
"Farewell to Arms, A","PSYCHOLOGY","GRAD",17
"Farewell to Arms, A","PSYCHOLOGY","UNDERGRAD",20
"Farewell to Arms, A","STATISTICS","GRAD",16
"Farewell to Arms, A","STATISTICS","UNDERGRAD",19
"Final Crisis","COMPUTER_SCIENCE","GRAD",26
"Final Crisis","COMPUTER_SCIENCE","UNDERGRAD",15
"Final Crisis","DANCE","GRAD",25
"Final Crisis","DANCE","UNDERGRAD",20
"Final Crisis","ECONOMICS","GRAD",24
"Final Crisis","ECONOMICS","UNDERGRAD",21
"Final Crisis","ENGLISH","GRAD",21
"Final Crisis","ENGLISH","UNDERGRAD",9
"Final Crisis","MATHEMATICS","GRAD",16
"Final Crisis","MATHEMATICS","UNDERGRAD",23
"Final Crisis","POLITICAL_SCIENCE","GRAD",21
"Final Crisis","POLITICAL_SCIENCE","UNDERGRAD",28
"Final Crisis","PSYCHOLOGY","GRAD",29
"Final Crisis","PSYCHOLOGY","UNDERGRAD",20
"Final Crisis","STATISTICS","GRAD",34
"Final Crisis","STATISTICS","UNDERGRAD",13
"Flashpoint","COMPUTER_SCIENCE","GRAD",27
"Flashpoint","COMPUTER_SCIENCE","UNDERGRAD",17
"Flashpoint","DANCE","GRAD",20
"Flashpoint","DANCE","UNDERGRAD",26
"Flashpoint","ECONOMICS","GRAD",16
"Flashpoint","ECONOMICS","UNDERGRAD",23
"Flashpoint","ENGLISH","GRAD",18
"Flashpoint","ENGLISH","UNDERGRAD",14
"Flashpoint","MATHEMATICS","GRAD",23
"Flashpoint","MATHEMATICS","UNDERGRAD",25
"Flashpoint","POLITICAL_SCIENCE","GRAD",16
"Flashpoint","POLITICAL_SCIENCE","UNDERGRAD",17
"Flashpoint","PSYCHOLOGY","GRAD",30
"Flashpoint","PSYCHOLOGY","UNDERGRAD",18
"Flashpoint","STATISTICS","GRAD",21
"Flashpoint","STATISTICS","UNDERGRAD",14
"Freakonomics","COMPUTER_SCIENCE","GRAD",36
"Freakonomics","COMPUTER_SCIENCE","UNDERGRAD",12
"Freakonomics","DANCE","GRAD",14
"Freakonomics","DANCE","UNDERGRAD",30
"Freakonomics","ECONOMICS","GRAD",31
"Freakonomics","ECONOMICS","UNDERGRAD",25
"Freakonomics","ENGLISH","GRAD",15
"Freakonomics","ENGLISH","UNDERGRAD",20
"Freakonomics","MATHEMATICS","GRAD",18
"Freakonomics","MATHEMATICS","UNDERGRAD",21
"Freakonomics","POLITICAL_SCIENCE","GRAD",24
"Freakonomics","POLITICAL_SCIENCE","UNDERGRAD",24
"Freakonomics","PSYCHOLOGY","GRAD",21
"Freakonomics","PSYCHOLOGY","UNDERGRAD",23
"Freakonomics","STATISTICS","GRAD",17
"Freakonomics","STATISTICS","UNDERGRAD",27
"Freedom at Midnight","COMPUTER_SCIENCE","GRAD",26
"Freedom at Midnight","COMPUTER_SCIENCE","UNDERGRAD",18
"Freedom at Midnight","DANCE","GRAD",13
"Freedom at Midnight","DANCE","UNDERGRAD",23
"Freedom at Midnight","ECONOMICS","GRAD",24
"Freedom at Midnight","ECONOMICS","UNDERGRAD",17
"Freedom at Midnight","ENGLISH","GRAD",23
"Freedom at Midnight","ENGLISH","UNDERGRAD",20
"Freedom at Midnight","MATHEMATICS","GRAD",19
"Freedom at Midnight","MATHEMATICS","UNDERGRAD",25
"Freedom at Midnight","POLITICAL_SCIENCE","GRAD",28
"Freedom at Midnight","POLITICAL_SCIENCE","UNDERGRAD",25
"Freedom at Midnight","PSYCHOLOGY","GRAD",20
"Freedom at Midnight","PSYCHOLOGY","UNDERGRAD",24
"Freedom at Midnight","STATISTICS","GRAD",25
"Freedom at Midnight","STATISTICS","UNDERGRAD",17
"Free Will","COMPUTER_SCIENCE","GRAD",26
"Free Will","COMPUTER_SCIENCE","UNDERGRAD",19
"Free Will","DANCE","GRAD",17
"Free Will","DANCE","UNDERGRAD",22
"Free Will","ECONOMICS","GRAD",23
"Free Will","ECONOMICS","UNDERGRAD",24
"Free Will","ENGLISH","GRAD",12
"Free Will","ENGLISH","UNDERGRAD",19
"Free Will","MATHEMATICS","GRAD",14
"Free Will","MATHEMATICS","UNDERGRAD",14
"Free Will","POLITICAL_SCIENCE","GRAD",21
"Free Will","POLITICAL_SCIENCE","UNDERGRAD",28
"Free Will","PSYCHOLOGY","GRAD",14
"Free Will","PSYCHOLOGY","UNDERGRAD",23
"Free Will","STATISTICS","GRAD",26
"Free Will","STATISTICS","UNDERGRAD",24
"From Beirut to Jerusalem","COMPUTER_SCIENCE","GRAD",15
"From Beirut to Jerusalem","COMPUTER_SCIENCE","UNDERGRAD",11
"From Beirut to Jerusalem","DANCE","GRAD",18
"From Beirut to Jerusalem","DANCE","UNDERGRAD",19
"From Beirut to Jerusalem","ECONOMICS","GRAD",32
"From Beirut to Jerusalem","ECONOMICS","UNDERGRAD",16
"From Beirut to Jerusalem","ENGLISH","GRAD",21
"From Beirut to Jerusalem","ENGLISH","UNDERGRAD",15
"From Beirut to Jerusalem","MATHEMATICS","GRAD",12
"From Beirut to Jerusalem","MATHEMATICS","UNDERGRAD",25
"From Beirut to Jerusalem","POLITICAL_SCIENCE","GRAD",20
"From Beirut to Jerusalem","POLITICAL_SCIENCE","UNDERGRAD",23
"From Beirut to Jerusalem","PSYCHOLOGY","GRAD",24
"From Beirut to Jerusalem","PSYCHOLOGY","UNDERGRAD",20
"From Beirut to Jerusalem","STATISTICS","GRAD",29
"From Beirut to Jerusalem","STATISTICS","UNDERGRAD",14
"Fundamentals of Wavelets","COMPUTER_SCIENCE","GRAD",31
"Fundamentals of Wavelets","COMPUTER_SCIENCE","UNDERGRAD",20
"Fundamentals of Wavelets","DANCE","GRAD",18
"Fundamentals of Wavelets","DANCE","UNDERGRAD",17
"Fundamentals of Wavelets","ECONOMICS","GRAD",23
"Fundamentals of Wavelets","ECONOMICS","UNDERGRAD",29
"Fundamentals of Wavelets","ENGLISH","GRAD",17
"Fundamentals of Wavelets","ENGLISH","UNDERGRAD",20
"Fundamentals of Wavelets","MATHEMATICS","GRAD",19
"Fundamentals of Wavelets","MATHEMATICS","UNDERGRAD",28
"Fundamentals of Wavelets","POLITICAL_SCIENCE","GRAD",17
"Fundamentals of Wavelets","POLITICAL_SCIENCE","UNDERGRAD",23
"Fundamentals of Wavelets","PSYCHOLOGY","GRAD",26
"Fundamentals of Wavelets","PSYCHOLOGY","UNDERGRAD",21
"Fundamentals of Wavelets","STATISTICS","GRAD",23
"Fundamentals of Wavelets","STATISTICS","UNDERGRAD",14
"Girl who kicked the Hornet's Nest","COMPUTER_SCIENCE","GRAD",28
"Girl who kicked the Hornet's Nest","COMPUTER_SCIENCE","UNDERGRAD",24
"Girl who kicked the Hornet's Nest","DANCE","GRAD",19
"Girl who kicked the Hornet's Nest","DANCE","UNDERGRAD",19
"Girl who kicked the Hornet's Nest","ECONOMICS","GRAD",16
"Girl who kicked the Hornet's Nest","ECONOMICS","UNDERGRAD",15
"Girl who kicked the Hornet's Nest","ENGLISH","GRAD",27
"Girl who kicked the Hornet's Nest","ENGLISH","UNDERGRAD",11
"Girl who kicked the Hornet's Nest","MATHEMATICS","GRAD",16
"Girl who kicked the Hornet's Nest","MATHEMATICS","UNDERGRAD",20
"Girl who kicked the Hornet's Nest","POLITICAL_SCIENCE","GRAD",26
"Girl who kicked the Hornet's Nest","POLITICAL_SCIENCE","UNDERGRAD",21
"Girl who kicked the Hornet's Nest","PSYCHOLOGY","GRAD",22
"Girl who kicked the Hornet's Nest","PSYCHOLOGY","UNDERGRAD",19
"Girl who kicked the Hornet's Nest","STATISTICS","GRAD",23
"Girl who kicked the Hornet's Nest","STATISTICS","UNDERGRAD",17
"Girl who played with Fire","COMPUTER_SCIENCE","GRAD",29
"Girl who played with Fire","COMPUTER_SCIENCE","UNDERGRAD",19
"Girl who played with Fire","DANCE","GRAD",21
"Girl who played with Fire","DANCE","UNDERGRAD",23
"Girl who played with Fire","ECONOMICS","GRAD",26
"Girl who played with Fire","ECONOMICS","UNDERGRAD",19
"Girl who played with Fire","ENGLISH","GRAD",16
"Girl who played with Fire","ENGLISH","UNDERGRAD",14
"Girl who played with Fire","MATHEMATICS","GRAD",24
"Girl who played with Fire","MATHEMATICS","UNDERGRAD",9
"Girl who played with Fire","POLITICAL_SCIENCE","GRAD",17
"Girl who played with Fire","POLITICAL_SCIENCE","UNDERGRAD",28
"Girl who played with Fire","PSYCHOLOGY","GRAD",11
"Girl who played with Fire","PSYCHOLOGY","UNDERGRAD",24
"Girl who played with Fire","STATISTICS","GRAD",27
"Girl who played with Fire","STATISTICS","UNDERGRAD",11
"Girl with the Dragon Tattoo","COMPUTER_SCIENCE","GRAD",34
"Girl with the Dragon Tattoo","COMPUTER_SCIENCE","UNDERGRAD",16
"Girl with the Dragon Tattoo","DANCE","GRAD",18
"Girl with the Dragon Tattoo","DANCE","UNDERGRAD",17
"Girl with the Dragon Tattoo","ECONOMICS","GRAD",23
"Girl with the Dragon Tattoo","ECONOMICS","UNDERGRAD",13
"Girl with the Dragon Tattoo","ENGLISH","GRAD",23
"Girl with the Dragon Tattoo","ENGLISH","UNDERGRAD",22
"Girl with the Dragon Tattoo","MATHEMATICS","GRAD",19
"Girl with the Dragon Tattoo","MATHEMATICS","UNDERGRAD",20
"Girl with the Dragon Tattoo","POLITICAL_SCIENCE","GRAD",24
"Girl with the Dragon Tattoo","POLITICAL_SCIENCE","UNDERGRAD",20
"Girl with the Dragon Tattoo","PSYCHOLOGY","GRAD",27
"Girl with the Dragon Tattoo","PSYCHOLOGY","UNDERGRAD",16
"Girl with the Dragon Tattoo","STATISTICS","GRAD",22
"Girl with the Dragon Tattoo","STATISTICS","UNDERGRAD",9
"God Created the Integers","COMPUTER_SCIENCE","GRAD",26
"God Created the Integers","COMPUTER_SCIENCE","UNDERGRAD",19
"God Created the Integers","DANCE","GRAD",14
"God Created the Integers","DANCE","UNDERGRAD",19
"God Created the Integers","ECONOMICS","GRAD",23
"God Created the Integers","ECONOMICS","UNDERGRAD",28
"God Created the Integers","ENGLISH","GRAD",20
"God Created the Integers","ENGLISH","UNDERGRAD",9
"God Created the Integers","MATHEMATICS","GRAD",19
"God Created the Integers","MATHEMATICS","UNDERGRAD",22
"God Created the Integers","POLITICAL_SCIENCE","GRAD",16
"God Created the Integers","POLITICAL_SCIENCE","UNDERGRAD",19
"God Created the Integers","PSYCHOLOGY","GRAD",22
"God Created the Integers","PSYCHOLOGY","UNDERGRAD",22
"God Created the Integers","STATISTICS","GRAD",23
"God Created the Integers","STATISTICS","UNDERGRAD",19
"Grapes of Wrath, The","COMPUTER_SCIENCE","GRAD",29
"Grapes of Wrath, The","COMPUTER_SCIENCE","UNDERGRAD",15
"Grapes of Wrath, The","DANCE","GRAD",22
"Grapes of Wrath, The","DANCE","UNDERGRAD",13
"Grapes of Wrath, The","ECONOMICS","GRAD",12
"Grapes of Wrath, The","ECONOMICS","UNDERGRAD",17
"Grapes of Wrath, The","ENGLISH","GRAD",18
"Grapes of Wrath, The","ENGLISH","UNDERGRAD",24
"Grapes of Wrath, The","MATHEMATICS","GRAD",9
